"","X.5376B385.492D.34C1.E053.6B04A8C09FF6.","X127000","X2017.05.12.00.00","DE21.4ND","S","N","F","X44","X","RUPERT.ROAD","CHADDESDEN","DERBY","CITY.OF.DERBY","CITY.OF.DERBY.1","A","A.1"
"754","{666758D6-85EE-3363-E053-6B04A8C0D74E}",650000,"2017-09-28 00:00","MK14 6FU","D","N","F","8","","FLAX YARD","OAKRIDGE PARK","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","A"
"755","{666758D6-85EF-3363-E053-6B04A8C0D74E}",389995,"2017-09-29 00:00","MK4 4NG","D","Y","F","6","","COOPER COURT","OXLEY PARK","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","A"
"756","{666758D6-85F0-3363-E053-6B04A8C0D74E}",479995,"2017-09-29 00:00","MK4 4ND","D","Y","F","2","","GRABLE AVENUE","OXLEY PARK","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","A"
"757","{666758D6-85F2-3363-E053-6B04A8C0D74E}",320995,"2017-09-29 00:00","MK10 7JF","S","Y","F","8","","TORRINGTON DRIVE","BROOKLANDS","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","A"
"758","{666758D6-85F3-3363-E053-6B04A8C0D74E}",415995,"2017-09-29 00:00","HP20 1AS","S","Y","F","4","","BUCKLE CLOSE","","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"759","{666758D6-85F4-3363-E053-6B04A8C0D74E}",554995,"2017-09-15 00:00","MK8 1DN","D","Y","F","18","","BERRICHON CRESCENT","WHITEHOUSE","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","A"
"760","{666758D6-85F5-3363-E053-6B04A8C0D74E}",344995,"2017-06-30 00:00","MK10 7HZ","S","Y","F","326","","COUNTESS WAY","BROOKLANDS","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","A"
"761","{666758D6-85F6-3363-E053-6B04A8C0D74E}",320995,"2017-09-29 00:00","MK10 7JF","S","Y","F","6","","TORRINGTON DRIVE","BROOKLANDS","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","A"
"762","{666758D6-85F7-3363-E053-6B04A8C0D74E}",459995,"2017-10-06 00:00","HP18 0ZR","D","Y","F","6","","RUBY CRESCENT","","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"763","{666758D6-85F9-3363-E053-6B04A8C0D74E}",320000,"2017-10-03 00:00","HP5 3BX","T","N","F","BRAE HOUSE","5","CAMERON ROAD","","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"764","{666758D6-85FA-3363-E053-6B04A8C0D74E}",340000,"2017-09-20 00:00","HP19 7BG","S","Y","F","61","","CHELSEA ROAD","HARTWELL","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"765","{666758D6-85FC-3363-E053-6B04A8C0D74E}",265000,"2017-09-28 00:00","SL7 1BY","F","Y","L","LISTON HOUSE","12","CROMWELL GARDENS","","MARLOW","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"766","{666758D6-85FD-3363-E053-6B04A8C0D74E}",408000,"2017-09-29 00:00","SL2 4DN","S","N","F","104","","VINE ROAD","STOKE POGES","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"767","{666758D6-85FE-3363-E053-6B04A8C0D74E}",815000,"2017-10-05 00:00","HP22 5FT","D","Y","F","6","","FLORA  AVENUE","ASTON CLINTON","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"768","{666758D6-85FF-3363-E053-6B04A8C0D74E}",1550000,"2017-10-11 00:00","HP6 6DZ","D","N","F","118","","CHESTNUT LANE","","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"769","{666758D6-8600-3363-E053-6B04A8C0D74E}",313995,"2017-09-22 00:00","MK10 7JG","S","Y","F","8","","ROSEBUSH ROW","BROOKLANDS","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","A"
"770","{666758D6-8601-3363-E053-6B04A8C0D74E}",691000,"2017-10-20 00:00","HP5 1EZ","S","N","F","THE FORELANDS","","RED LION STREET","","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"771","{666758D6-8603-3363-E053-6B04A8C0D74E}",187196,"2017-09-29 00:00","MK10 7HW","F","Y","L","19","FLAT 6","LACONIA LANE","BROOKLANDS","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","A"
"772","{666758D6-8607-3363-E053-6B04A8C0D74E}",345000,"2017-08-04 00:00","HP19 7BG","S","Y","F","59","","CHELSEA ROAD","HARTWELL","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"773","{666758D6-8AAB-3363-E053-6B04A8C0D74E}",172500,"2017-11-06 00:00","CB21 4JG","S","N","L","16","","FLAXFIELDS","LINTON","CAMBRIDGE","SOUTH CAMBRIDGESHIRE","CAMBRIDGESHIRE","A","A"
"774","{666758D6-8AAE-3363-E053-6B04A8C0D74E}",152400,"2017-09-25 00:00","CB4 1WL","F","Y","L","EMMANUEL HOUSE","25","LILYWHITE DRIVE","","CAMBRIDGE","CAMBRIDGE","CAMBRIDGESHIRE","A","A"
"775","{666758D6-8AAF-3363-E053-6B04A8C0D74E}",389995,"2017-10-20 00:00","PE28 4XU","D","Y","F","26","","POPLE DRIVE","ALCONBURY WEALD","HUNTINGDON","HUNTINGDONSHIRE","CAMBRIDGESHIRE","A","A"
"776","{666758D6-8AB2-3363-E053-6B04A8C0D74E}",705000,"2017-11-03 00:00","CB5 8ER","T","Y","F","3","","MIDSUMMER PLACE","","CAMBRIDGE","CAMBRIDGE","CAMBRIDGESHIRE","A","A"
"777","{666758D6-8AB3-3363-E053-6B04A8C0D74E}",387500,"2017-11-07 00:00","CB24 8TW","S","N","F","11","","OAKINGTON ROAD","COTTENHAM","CAMBRIDGE","SOUTH CAMBRIDGESHIRE","CAMBRIDGESHIRE","A","A"
"778","{666758D6-8AB4-3363-E053-6B04A8C0D74E}",245000,"2017-11-01 00:00","CB4 1QA","F","N","L","CODON COURT","5","UNION LANE","","CAMBRIDGE","CAMBRIDGE","CAMBRIDGESHIRE","A","A"
"779","{666758D6-8AB6-3363-E053-6B04A8C0D74E}",355995,"2017-10-20 00:00","PE29 2NQ","S","Y","F","1","","BRUDENELL","GODMANCHESTER","HUNTINGDON","HUNTINGDONSHIRE","CAMBRIDGESHIRE","A","A"
"780","{666758D6-8AB7-3363-E053-6B04A8C0D74E}",810000,"2017-09-29 00:00","CB2 9FA","S","Y","F","43","","WINDMILL DRIVE","TRUMPINGTON","CAMBRIDGE","CAMBRIDGE","CAMBRIDGESHIRE","A","A"
"781","{666758D6-8AB8-3363-E053-6B04A8C0D74E}",88995,"2017-11-03 00:00","PE1 5GX","F","Y","L","VARITY HOUSE","95","VICARAGE FARM ROAD","","PETERBOROUGH","CITY OF PETERBOROUGH","CITY OF PETERBOROUGH","A","A"
"782","{666758D6-8AB9-3363-E053-6B04A8C0D74E}",118000,"2017-10-13 00:00","PE26 1GH","F","N","L","RIVERMILL APARTMENTS","34","GREAT WHYTE","RAMSEY","HUNTINGDON","HUNTINGDONSHIRE","CAMBRIDGESHIRE","A","A"
"783","{666758D6-8ABA-3363-E053-6B04A8C0D74E}",373000,"2017-10-04 00:00","CB2 9FE","F","Y","L","6","","OVERHILL CLOSE","TRUMPINGTON","CAMBRIDGE","CAMBRIDGE","CAMBRIDGESHIRE","A","A"
"784","{666758D6-8ABB-3363-E053-6B04A8C0D74E}",309995,"2017-10-27 00:00","PE28 4XS","T","Y","F","2","","MALLORY PLACE","ALCONBURY WEALD","HUNTINGDON","HUNTINGDONSHIRE","CAMBRIDGESHIRE","A","A"
"785","{666758D6-8ABC-3363-E053-6B04A8C0D74E}",146000,"2017-10-13 00:00","PE1 4YJ","S","Y","F","10","","ST MICHAELS GATE","PARNWELL","PETERBOROUGH","CITY OF PETERBOROUGH","CITY OF PETERBOROUGH","A","A"
"786","{666758D6-8ABD-3363-E053-6B04A8C0D74E}",495000,"2017-11-06 00:00","CB1 8PJ","F","Y","L","EDITHA HOUSE, 33","FLAT 6","QUEEN EDITHS WAY","","CAMBRIDGE","CAMBRIDGE","CAMBRIDGESHIRE","A","A"
"787","{5376B385-5653-34C1-E053-6B04A8C09FF6}",262500,"2017-05-11 00:00","TN40 2DD","T","N","F","24","","HOLLIERS HILL","","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"788","{5376B385-5654-34C1-E053-6B04A8C09FF6}",219950,"2017-05-23 00:00","TN38 0XG","S","N","F","57","","WENTWORTH WAY","","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"789","{5376B385-5655-34C1-E053-6B04A8C09FF6}",265000,"2017-06-06 00:00","TN22 5SD","T","N","F","9","","PIPERS FIELD","RIDGEWOOD","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"790","{5376B385-5656-34C1-E053-6B04A8C09FF6}",210000,"2017-06-06 00:00","BN23 7EF","T","N","F","2","","REDFORD CLOSE","","EASTBOURNE","EASTBOURNE","EAST SUSSEX","B","A"
"791","{5376B385-5657-34C1-E053-6B04A8C09FF6}",270000,"2017-06-12 00:00","TN38 0UW","D","N","F","72","","THE LINKS","","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"792","{5376B385-5658-34C1-E053-6B04A8C09FF6}",379000,"2017-05-19 00:00","TN31 6TJ","S","N","F","OAKHILL COTTAGES","10","PEASMARSH ROAD","BECKLEY","RYE","ROTHER","EAST SUSSEX","A","A"
"793","{5376B385-5659-34C1-E053-6B04A8C09FF6}",457250,"2017-05-26 00:00","BN25 2BX","S","N","F","28","","KEDALE ROAD","","SEAFORD","LEWES","EAST SUSSEX","A","A"
"794","{5376B385-565A-34C1-E053-6B04A8C09FF6}",125000,"2017-06-23 00:00","TN35 5HE","T","N","F","51","","PINDERS ROAD","","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"795","{5376B385-565B-34C1-E053-6B04A8C09FF6}",425000,"2017-05-19 00:00","BN25 4BW","D","N","F","2","","JUNIPER CLOSE","","SEAFORD","LEWES","EAST SUSSEX","A","A"
"796","{5376B385-565C-34C1-E053-6B04A8C09FF6}",160000,"2017-06-02 00:00","BN27 2NW","T","N","F","5","","HALLEY PARK","","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"797","{5376B385-565D-34C1-E053-6B04A8C09FF6}",209000,"2017-06-01 00:00","BN22 0UJ","T","N","F","24","","CROXDEN WAY","","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"798","{5376B385-565E-34C1-E053-6B04A8C09FF6}",195000,"2017-04-28 00:00","TN38 0XJ","S","N","F","33","","SANDWICH DRIVE","","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"799","{5376B385-565F-34C1-E053-6B04A8C09FF6}",690000,"2017-05-30 00:00","BN6 8ST","D","N","F","25","","EAST GARDENS","DITCHLING","HASSOCKS","LEWES","EAST SUSSEX","A","A"
"800","{5376B385-5660-34C1-E053-6B04A8C09FF6}",233000,"2017-05-26 00:00","BN22 9EY","T","N","F","37","","COURT ROAD","","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"801","{5376B385-5661-34C1-E053-6B04A8C09FF6}",315000,"2017-06-21 00:00","BN10 8JE","S","N","F","12","","DOWNS VIEW","","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"802","{5376B385-5662-34C1-E053-6B04A8C09FF6}",395000,"2017-05-26 00:00","SS7 2TN","D","N","F","38","","WESTERN ROAD","","BENFLEET","CASTLE POINT","ESSEX","A","A"
"803","{5376B385-5664-34C1-E053-6B04A8C09FF6}",300000,"2017-06-07 00:00","SS17 7ER","T","N","F","87","","THE SORRELLS","","STANFORD-LE-HOPE","THURROCK","THURROCK","A","A"
"804","{5376B385-5665-34C1-E053-6B04A8C09FF6}",335000,"2017-05-31 00:00","SS16 5SH","D","N","F","1","","GAYNESFORD","","BASILDON","BASILDON","ESSEX","A","A"
"805","{5376B385-5666-34C1-E053-6B04A8C09FF6}",395000,"2017-05-26 00:00","CM1 7BH","S","N","F","9","","GLEBE CRESCENT","BROOMFIELD","CHELMSFORD","CHELMSFORD","ESSEX","A","A"
"806","{5376B385-5667-34C1-E053-6B04A8C09FF6}",345000,"2017-06-23 00:00","CO6 3QG","S","N","F","29","","THE WALK","EIGHT ASH GREEN","COLCHESTER","COLCHESTER","ESSEX","A","A"
"807","{5376B385-5668-34C1-E053-6B04A8C09FF6}",368000,"2017-05-05 00:00","CO6 3QQ","S","N","F","14","","THE RISE","EIGHT ASH GREEN","COLCHESTER","COLCHESTER","ESSEX","A","A"
"808","{5376B385-5874-34C1-E053-6B04A8C09FF6}",505000,"2017-06-12 00:00","CM6 2SE","D","N","F","73","","GODFREY WAY","","DUNMOW","UTTLESFORD","ESSEX","A","A"
"809","{5376B385-5875-34C1-E053-6B04A8C09FF6}",200000,"2017-06-02 00:00","SS9 5XT","F","N","L","44","","HUDSON CRESCENT","","LEIGH-ON-SEA","SOUTHEND-ON-SEA","SOUTHEND-ON-SEA","A","A"
"810","{5376B385-5876-34C1-E053-6B04A8C09FF6}",320000,"2017-06-08 00:00","SS9 1QD","F","N","L","1A","","ALEXANDRA ROAD","","LEIGH-ON-SEA","SOUTHEND-ON-SEA","SOUTHEND-ON-SEA","A","A"
"811","{5376B385-5877-34C1-E053-6B04A8C09FF6}",350000,"2017-05-25 00:00","SS2 4RU","S","N","F","40","","POYNINGS AVENUE","","SOUTHEND-ON-SEA","SOUTHEND-ON-SEA","SOUTHEND-ON-SEA","A","A"
"812","{5376B385-5878-34C1-E053-6B04A8C09FF6}",325000,"2017-05-26 00:00","EN9 1QG","T","N","F","28","","PARVILLS","","WALTHAM ABBEY","EPPING FOREST","ESSEX","A","A"
"813","{5376B385-5879-34C1-E053-6B04A8C09FF6}",148000,"2017-05-09 00:00","RM15 4QP","F","N","L","HAYWARDS","13","TEVIOT AVENUE","AVELEY","SOUTH OCKENDON","THURROCK","THURROCK","A","A"
"814","{5376B385-587A-34C1-E053-6B04A8C09FF6}",465000,"2017-06-02 00:00","RM16 2QD","S","N","F","260","","LONG LANE","","GRAYS","THURROCK","THURROCK","A","A"
"815","{5376B385-587B-34C1-E053-6B04A8C09FF6}",374000,"2017-05-25 00:00","SS4 3AS","D","N","F","44","","WEDGWOOD WAY","","ROCHFORD","ROCHFORD","ESSEX","A","A"
"816","{5376B385-587C-34C1-E053-6B04A8C09FF6}",295000,"2017-05-19 00:00","RM16 4NU","S","N","F","32","","ST AUGUSTINE ROAD","","GRAYS","THURROCK","THURROCK","A","A"
"817","{5376B385-587D-34C1-E053-6B04A8C09FF6}",293000,"2017-06-19 00:00","SS17 0AT","S","N","F","13","","CONRAD ROAD","","STANFORD-LE-HOPE","THURROCK","THURROCK","A","A"
"818","{5376B385-587E-34C1-E053-6B04A8C09FF6}",323000,"2017-06-09 00:00","CM12 0YR","S","N","F","3","","RUTHERFORD CLOSE","","BILLERICAY","BASILDON","ESSEX","A","A"
"819","{5376B385-587F-34C1-E053-6B04A8C09FF6}",240000,"2017-05-26 00:00","SS2 4DE","S","N","F","93","","NORWICH AVENUE","","SOUTHEND-ON-SEA","SOUTHEND-ON-SEA","SOUTHEND-ON-SEA","A","A"
"820","{5376B385-5880-34C1-E053-6B04A8C09FF6}",310000,"2017-05-05 00:00","CM2 7NS","S","N","F","30","","MASCALLS WAY","","CHELMSFORD","CHELMSFORD","ESSEX","A","A"
"821","{5376B385-5881-34C1-E053-6B04A8C09FF6}",123000,"2017-04-13 00:00","SS3 9FA","F","N","L","ASH COURT","FLAT 3","THORPE GREEN","SHOEBURYNESS","SOUTHEND-ON-SEA","SOUTHEND-ON-SEA","SOUTHEND-ON-SEA","A","A"
"822","{5376B385-5882-34C1-E053-6B04A8C09FF6}",194000,"2017-05-26 00:00","CM2 6SB","T","N","F","146","","HENNIKER GATE","","CHELMSFORD","CHELMSFORD","ESSEX","A","A"
"823","{5376B385-5883-34C1-E053-6B04A8C09FF6}",280000,"2017-05-26 00:00","RM19 1GP","S","N","F","10","","FANNS RISE","","PURFLEET","THURROCK","THURROCK","A","A"
"824","{5376B385-5884-34C1-E053-6B04A8C09FF6}",187000,"2017-06-08 00:00","CM3 5GQ","F","N","L","42","","LITTLECROFT","SOUTH WOODHAM FERRERS","CHELMSFORD","CHELMSFORD","ESSEX","A","A"
"825","{5376B385-5885-34C1-E053-6B04A8C09FF6}",312000,"2017-06-02 00:00","CB10 2XE","S","N","F","9","","TYE GREEN","WIMBISH","SAFFRON WALDEN","UTTLESFORD","ESSEX","A","A"
"826","{5376B385-5886-34C1-E053-6B04A8C09FF6}",232000,"2017-05-31 00:00","CO11 2LB","D","N","F","35","","COTMAN AVENUE","LAWFORD","MANNINGTREE","TENDRING","ESSEX","A","A"
"827","{5376B385-5887-34C1-E053-6B04A8C09FF6}",310000,"2017-06-01 00:00","EN9 3LP","T","N","F","47","","HOMEFIELD","","WALTHAM ABBEY","EPPING FOREST","ESSEX","A","A"
"828","{5376B385-5888-34C1-E053-6B04A8C09FF6}",207000,"2017-06-23 00:00","CO5 8EE","S","N","F","28","","WINDSOR ROAD","WEST MERSEA","COLCHESTER","COLCHESTER","ESSEX","A","A"
"829","{5376B385-5889-34C1-E053-6B04A8C09FF6}",212000,"2017-06-07 00:00","CO2 0LR","T","N","F","30","","LUARD WAY","BIRCH","COLCHESTER","COLCHESTER","ESSEX","B","A"
"830","{5376B385-588A-34C1-E053-6B04A8C09FF6}",250000,"2017-06-09 00:00","CM8 1NZ","T","N","F","67","","ALLECTUS WAY","","WITHAM","BRAINTREE","ESSEX","A","A"
"831","{5376B385-588B-34C1-E053-6B04A8C09FF6}",110000,"2017-05-26 00:00","CM1 1EA","F","N","L","HAVENCOURT","107","VICTORIA ROAD","","CHELMSFORD","CHELMSFORD","ESSEX","A","A"
"832","{5376B385-588C-34C1-E053-6B04A8C09FF6}",280000,"2017-05-19 00:00","SS13 1NQ","T","N","F","40","","PLUMLEYS","PITSEA","BASILDON","BASILDON","ESSEX","A","A"
"833","{5376B385-588D-34C1-E053-6B04A8C09FF6}",239000,"2017-06-05 00:00","CM7 3RB","T","N","F","11","","BARTRAM AVENUE","","BRAINTREE","BRAINTREE","ESSEX","A","A"
"834","{5376B385-588E-34C1-E053-6B04A8C09FF6}",182000,"2017-05-22 00:00","RM15 4QH","F","N","L","WAYMANS","22","TEVIOT AVENUE","AVELEY","SOUTH OCKENDON","THURROCK","THURROCK","A","A"
"835","{5376B385-588F-34C1-E053-6B04A8C09FF6}",245000,"2017-05-26 00:00","RM20 4XX","T","N","F","5","","FOXTON ROAD","","GRAYS","THURROCK","THURROCK","A","A"
"836","{5376B385-5890-34C1-E053-6B04A8C09FF6}",255000,"2017-05-30 00:00","CO15 5HA","S","N","F","31","","SEAFIELDS GARDENS","HOLLAND-ON-SEA","CLACTON-ON-SEA","TENDRING","ESSEX","A","A"
"837","{5376B385-5891-34C1-E053-6B04A8C09FF6}",135000,"2017-05-12 00:00","CO4 9RS","T","N","F","26","","CLEVELAND CLOSE","HIGHWOODS","COLCHESTER","COLCHESTER","ESSEX","A","A"
"838","{5376B385-5892-34C1-E053-6B04A8C09FF6}",655000,"2017-05-22 00:00","CM1 2XR","D","N","F","13","","ACRES END","","CHELMSFORD","CHELMSFORD","ESSEX","A","A"
"839","{5376B385-5893-34C1-E053-6B04A8C09FF6}",585000,"2017-05-24 00:00","CM24 8DG","D","N","F","10","","FIVE ACRES","","STANSTED","UTTLESFORD","ESSEX","A","A"
"840","{5376B385-5894-34C1-E053-6B04A8C09FF6}",415000,"2017-06-02 00:00","RM5 2SD","S","N","F","11","","KINGSHILL AVENUE","","ROMFORD","HAVERING","GREATER LONDON","A","A"
"841","{5376B385-5895-34C1-E053-6B04A8C09FF6}",478000,"2017-06-06 00:00","CM19 5EE","S","N","F","77","","HIGH STREET","ROYDON","HARLOW","EPPING FOREST","ESSEX","A","A"
"842","{5376B385-5AA6-34C1-E053-6B04A8C09FF6}",305000,"2017-06-02 00:00","RM15 5BF","S","N","F","5","","ELMDON ROAD","","SOUTH OCKENDON","THURROCK","THURROCK","A","A"
"843","{5376B385-5AA7-34C1-E053-6B04A8C09FF6}",477500,"2017-05-15 00:00","CM12 0NT","S","N","F","6","","THE KNOLL","","BILLERICAY","BASILDON","ESSEX","A","A"
"844","{5376B385-5AA8-34C1-E053-6B04A8C09FF6}",165000,"2017-03-31 00:00","RM16 6PG","F","N","L","70B","","DUDLEY CLOSE","CHAFFORD HUNDRED","GRAYS","THURROCK","THURROCK","A","A"
"845","{5376B385-5AA9-34C1-E053-6B04A8C09FF6}",125000,"2017-05-31 00:00","CO2 7BJ","F","N","L","22","","SOUTH STREET","","COLCHESTER","COLCHESTER","ESSEX","A","A"
"846","{5376B385-5AAA-34C1-E053-6B04A8C09FF6}",248000,"2017-05-26 00:00","SS13 1NJ","T","N","F","95","","STOKEFELDE","PITSEA","BASILDON","BASILDON","ESSEX","A","A"
"847","{5376B385-5AAB-34C1-E053-6B04A8C09FF6}",475000,"2017-06-02 00:00","CM15 9DX","T","N","F","226","","ONGAR ROAD","","BRENTWOOD","BRENTWOOD","ESSEX","A","A"
"848","{5376B385-5AAC-34C1-E053-6B04A8C09FF6}",277500,"2017-06-16 00:00","CM3 7AR","T","N","F","21A","","ORMESBY CHINE","SOUTH WOODHAM FERRERS","CHELMSFORD","CHELMSFORD","ESSEX","A","A"
"849","{5376B385-5AAD-34C1-E053-6B04A8C09FF6}",267500,"2017-05-19 00:00","SS6 9DZ","S","N","F","118","","LOUIS DRIVE WEST","","RAYLEIGH","ROCHFORD","ESSEX","A","A"
"850","{5376B385-5AAE-34C1-E053-6B04A8C09FF6}",420000,"2017-06-02 00:00","CM22 6BT","S","N","F","11","","PIMBLETT ROW","HENHAM","BISHOP'S STORTFORD","UTTLESFORD","ESSEX","A","A"
"851","{5376B385-5AAF-34C1-E053-6B04A8C09FF6}",245000,"2017-05-26 00:00","CM9 6DY","F","N","F","GUERNSEY COURT","17","SPITAL ROAD","","MALDON","MALDON","ESSEX","A","A"
"852","{5376B385-5AB0-34C1-E053-6B04A8C09FF6}",145000,"2017-05-02 00:00","SS7 1NS","F","N","L","COURTFIELDS","FLAT 6","SCHOOL LANE","","BENFLEET","CASTLE POINT","ESSEX","A","A"
"853","{5376B385-5AB1-34C1-E053-6B04A8C09FF6}",390000,"2017-05-23 00:00","SS12 0PQ","S","N","F","25","","OZONIA WAY","","WICKFORD","BASILDON","ESSEX","A","A"
"854","{5376B385-5AB2-34C1-E053-6B04A8C09FF6}",353000,"2017-06-12 00:00","CM21 9LW","T","N","F","57","","SHEERING MILL LANE","","SAWBRIDGEWORTH","EPPING FOREST","ESSEX","A","A"
"855","{5376B385-5AB3-34C1-E053-6B04A8C09FF6}",345500,"2017-06-08 00:00","SS15 4DQ","T","N","F","42","","KENILWORTH PLACE","","BASILDON","BASILDON","ESSEX","A","A"
"856","{5376B385-5AB4-34C1-E053-6B04A8C09FF6}",350000,"2017-06-08 00:00","RM16 6PR","T","N","F","35","","DANIEL CLOSE","CHAFFORD HUNDRED","GRAYS","THURROCK","THURROCK","A","A"
"857","{5376B385-5AB5-34C1-E053-6B04A8C09FF6}",200000,"2017-06-06 00:00","CM1 3EL","S","N","F","24","","MAYFIELD ROAD","WRITTLE","CHELMSFORD","CHELMSFORD","ESSEX","A","A"
"858","{5376B385-5AB6-34C1-E053-6B04A8C09FF6}",350000,"2017-06-01 00:00","CM1 2JD","S","N","F","158","","CHIGNAL ROAD","","CHELMSFORD","CHELMSFORD","ESSEX","A","A"
"859","{5376B385-5AB8-34C1-E053-6B04A8C09FF6}",360000,"2017-06-12 00:00","CM20 1TW","S","N","L","49","","UPPER PARK","","HARLOW","HARLOW","ESSEX","A","A"
"860","{5376B385-5AB9-34C1-E053-6B04A8C09FF6}",675000,"2017-05-02 00:00","CB10 2XP","D","N","F","THE DELL","","THAXTED ROAD","WIMBISH","SAFFRON WALDEN","UTTLESFORD","ESSEX","A","A"
"861","{5376B385-5ABA-34C1-E053-6B04A8C09FF6}",255000,"2017-05-30 00:00","SS6 9TA","T","N","F","81","","LANGHAM DRIVE","","RAYLEIGH","ROCHFORD","ESSEX","A","A"
"862","{5376B385-5ABB-34C1-E053-6B04A8C09FF6}",490000,"2017-05-11 00:00","E6 1PD","T","N","F","39","","KATHERINE ROAD","","LONDON","NEWHAM","GREATER LONDON","A","A"
"863","{5376B385-5ABC-34C1-E053-6B04A8C09FF6}",550000,"2017-06-15 00:00","SS7 3UZ","D","N","F","17","","NAPIER GARDENS","","BENFLEET","CASTLE POINT","ESSEX","A","A"
"864","{5376B385-5ABD-34C1-E053-6B04A8C09FF6}",370000,"2017-06-09 00:00","RM3 0BG","S","N","F","19","","MAYLANDS WAY","","ROMFORD","HAVERING","GREATER LONDON","B","A"
"865","{5376B385-5ABE-34C1-E053-6B04A8C09FF6}",327500,"2017-06-09 00:00","CO6 3LD","D","N","F","89","","ALBANY ROAD","WEST BERGHOLT","COLCHESTER","COLCHESTER","ESSEX","A","A"
"866","{5376B385-5ABF-34C1-E053-6B04A8C09FF6}",210000,"2017-05-24 00:00","SS8 0DY","D","N","F","51","","KITKATTS ROAD","","CANVEY ISLAND","CASTLE POINT","ESSEX","B","A"
"867","{5376B385-5AC0-34C1-E053-6B04A8C09FF6}",192500,"2017-05-26 00:00","CO4 0BN","T","N","F","14","","ST ANNES ROAD","","COLCHESTER","COLCHESTER","ESSEX","A","A"
"868","{5376B385-5AC1-34C1-E053-6B04A8C09FF6}",325000,"2017-05-26 00:00","CM12 9YF","T","N","F","25","","ARCHERS CLOSE","","BILLERICAY","BASILDON","ESSEX","A","A"
"869","{5376B385-5AC2-34C1-E053-6B04A8C09FF6}",250000,"2017-05-24 00:00","RM17 5JP","T","N","F","67","","HAMPDEN ROAD","","GRAYS","THURROCK","THURROCK","A","A"
"870","{5376B385-5AC3-34C1-E053-6B04A8C09FF6}",400000,"2017-05-23 00:00","CO9 1PR","D","N","F","MY WAY, 29A","","BRAINTREE ROAD","GOSFIELD","HALSTEAD","BRAINTREE","ESSEX","A","A"
"871","{5376B385-5AC4-34C1-E053-6B04A8C09FF6}",330000,"2017-06-19 00:00","CO9 1UF","D","N","F","17","","EDMUND GREEN","GOSFIELD","HALSTEAD","BRAINTREE","ESSEX","A","A"
"872","{5376B385-5AC5-34C1-E053-6B04A8C09FF6}",550000,"2017-05-19 00:00","SS12 0PJ","D","N","F","31","","OZONIA AVENUE","","WICKFORD","BASILDON","ESSEX","A","A"
"873","{5376B385-5AC6-34C1-E053-6B04A8C09FF6}",525000,"2017-04-11 00:00","IG10 1JG","T","N","F","10","","FOREST WAY","","LOUGHTON","EPPING FOREST","ESSEX","A","A"
"874","{5376B385-5AC7-34C1-E053-6B04A8C09FF6}",272000,"2017-06-19 00:00","SS13 1NY","S","N","F","3","","MEADGATE","","BASILDON","BASILDON","ESSEX","A","A"
"875","{5376B385-5AC8-34C1-E053-6B04A8C09FF6}",275000,"2017-05-30 00:00","SS13 1BG","S","N","F","14","","RIFFAMS DRIVE","","BASILDON","BASILDON","ESSEX","A","A"
"876","{5376B385-5AC9-34C1-E053-6B04A8C09FF6}",238000,"2017-06-05 00:00","SS13 1PY","T","N","F","8","","THE GABLES","","BASILDON","BASILDON","ESSEX","A","A"
"877","{5376B385-5CDC-34C1-E053-6B04A8C09FF6}",130000,"2017-06-19 00:00","CO15 2GD","F","N","L","APRILS VIEW","FLAT 8","BELSIZE AVENUE","JAYWICK","CLACTON-ON-SEA","TENDRING","ESSEX","A","A"
