"","X.5376B385.492D.34C1.E053.6B04A8C09FF6.","X127000","X2017.05.12.00.00","DE21.4ND","S","N","F","X44","X","RUPERT.ROAD","CHADDESDEN","DERBY","CITY.OF.DERBY","CITY.OF.DERBY.1","A","A.1"
"1","{5376B385-492E-34C1-E053-6B04A8C09FF6}",117500,"2017-05-23 00:00","S43 3DH","T","N","F","47","","WORKSOP ROAD","MASTIN MOOR","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"2","{5376B385-492F-34C1-E053-6B04A8C09FF6}",205000,"2017-05-08 00:00","DE21 4QY","S","N","F","137","","MORLEY ROAD","OAKWOOD","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"3","{5376B385-4930-34C1-E053-6B04A8C09FF6}",135000,"2017-05-26 00:00","DE11 0EG","S","N","F","21","","QUEENS DRIVE","","SWADLINCOTE","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"4","{5376B385-4931-34C1-E053-6B04A8C09FF6}",332500,"2017-06-09 00:00","DE65 5AS","S","N","F","POST OFFICE COTTAGE","","MAIN STREET","CHURCH BROUGHTON","DERBY","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"5","{5376B385-4932-34C1-E053-6B04A8C09FF6}",318000,"2017-06-22 00:00","DE23 1WD","D","N","F","10","","SOUTH BRAE CLOSE","LITTLEOVER","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"6","{5376B385-4933-34C1-E053-6B04A8C09FF6}",155000,"2017-05-17 00:00","S42 5UL","D","N","F","2","","MEADOW VIEW","HOLMEWOOD","CHESTERFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"7","{5376B385-4934-34C1-E053-6B04A8C09FF6}",275000,"2017-05-24 00:00","DE23 2FR","D","N","F","27","","MOORWAY LANE","LITTLEOVER","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"8","{5376B385-4935-34C1-E053-6B04A8C09FF6}",169999,"2017-06-06 00:00","SK13 6JH","D","N","F","27","","GLOSSOP ROAD","GAMESLEY","GLOSSOP","HIGH PEAK","DERBYSHIRE","A","A"
"9","{5376B385-4936-34C1-E053-6B04A8C09FF6}",130000,"2017-05-26 00:00","DE7 5EH","S","N","F","16","","HEATHFIELD AVENUE","","ILKESTON","EREWASH","DERBYSHIRE","A","A"
"10","{5376B385-4937-34C1-E053-6B04A8C09FF6}",85000,"2017-06-09 00:00","DE65 5ER","S","N","L","88","","FIELD AVENUE","HATTON","DERBY","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"11","{5376B385-4938-34C1-E053-6B04A8C09FF6}",101000,"2017-06-12 00:00","DE7 6BH","S","N","F","5","","CLEMENT ROAD","HORSLEY WOODHOUSE","ILKESTON","AMBER VALLEY","DERBYSHIRE","A","A"
"12","{5376B385-4939-34C1-E053-6B04A8C09FF6}",177000,"2017-06-16 00:00","DE56 0LH","S","N","F","5","","BRAMBLE WAY","KILBURN","BELPER","AMBER VALLEY","DERBYSHIRE","A","A"
"13","{5376B385-493A-34C1-E053-6B04A8C09FF6}",160000,"2017-05-05 00:00","S41 7EY","T","N","F","16","","HIGHFIELD ROAD","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"14","{5376B385-493C-34C1-E053-6B04A8C09FF6}",116300,"2017-06-02 00:00","SK13 2AD","T","N","F","14","","CHURCH STREET","HADFIELD","GLOSSOP","HIGH PEAK","DERBYSHIRE","A","A"
"15","{5376B385-493D-34C1-E053-6B04A8C09FF6}",450000,"2017-05-26 00:00","DE15 0RY","D","N","F","3","","BRETBY LANE","NEWTON SOLNEY","BURTON-ON-TRENT","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"16","{5376B385-493E-34C1-E053-6B04A8C09FF6}",260000,"2017-05-31 00:00","SK22 2NJ","F","N","L","CLOUGH MILL","25","SLACK LANE","LITTLE HAYFIELD","HIGH PEAK","HIGH PEAK","DERBYSHIRE","A","A"
"17","{5376B385-493F-34C1-E053-6B04A8C09FF6}",303000,"2017-05-22 00:00","SK23 6EJ","D","N","F","SHERIDAN HOUSE","","WHITEHOUGH","CHINLEY","HIGH PEAK","HIGH PEAK","DERBYSHIRE","A","A"
"18","{5376B385-4940-34C1-E053-6B04A8C09FF6}",68000,"2017-06-02 00:00","DE22 3HT","F","N","L","21","","CALIFORNIA GARDENS","","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"19","{5376B385-4941-34C1-E053-6B04A8C09FF6}",118000,"2017-06-09 00:00","DE24 9JQ","T","N","F","55","","MORNINGSIDE CLOSE","ALLENTON","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"20","{5376B385-4942-34C1-E053-6B04A8C09FF6}",120000,"2017-06-16 00:00","DE55 5JN","S","N","F","278","","ALFRETON ROAD","BLACKWELL","ALFRETON","BOLSOVER","DERBYSHIRE","A","A"
"21","{5376B385-4943-34C1-E053-6B04A8C09FF6}",126500,"2017-06-16 00:00","DE21 6HT","S","N","F","11","","YORK ROAD","CHADDESDEN","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"22","{5376B385-4946-34C1-E053-6B04A8C09FF6}",150000,"2017-05-12 00:00","DE11 0TP","D","N","F","75","","MAIN STREET","NEWHALL","SWADLINCOTE","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"23","{5376B385-4948-34C1-E053-6B04A8C09FF6}",137500,"2017-05-19 00:00","S41 8HD","S","N","F","16","","KIRKSTONE ROAD","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"24","{5376B385-4949-34C1-E053-6B04A8C09FF6}",181000,"2017-05-25 00:00","NG10 3FW","S","N","F","51","","NETHERFIELD ROAD","LONG EATON","NOTTINGHAM","EREWASH","DERBYSHIRE","A","A"
"25","{5376B385-494A-34C1-E053-6B04A8C09FF6}",165000,"2017-04-27 00:00","S45 9HU","D","N","F","8","","LINDEN COURT","CLAY CROSS","CHESTERFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"26","{5376B385-494B-34C1-E053-6B04A8C09FF6}",105000,"2017-05-19 00:00","DE11 9JP","T","N","F","17","","CEDAR ROAD","CASTLE GRESLEY","SWADLINCOTE","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"27","{5376B385-494C-34C1-E053-6B04A8C09FF6}",110000,"2017-03-16 00:00","SK13 8DD","T","N","L","5","","SMITHY FOLD","","GLOSSOP","HIGH PEAK","DERBYSHIRE","A","A"
"28","{5376B385-494D-34C1-E053-6B04A8C09FF6}",170000,"2017-06-08 00:00","DE56 0LH","S","N","F","22","","BRAMBLE WAY","KILBURN","BELPER","AMBER VALLEY","DERBYSHIRE","A","A"
"29","{5376B385-494E-34C1-E053-6B04A8C09FF6}",145000,"2017-04-13 00:00","DE24 0NR","S","N","F","50","","BOSCASTLE ROAD","ALVASTON","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"30","{5376B385-4B4C-34C1-E053-6B04A8C09FF6}",225000,"2017-06-19 00:00","S40 3ET","T","N","F","6","","LANCELOT CLOSE","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"31","{5376B385-4B4D-34C1-E053-6B04A8C09FF6}",115000,"2017-05-26 00:00","DE11 9NW","T","N","F","76","","COMMON ROAD","CHURCH GRESLEY","SWADLINCOTE","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"32","{5376B385-4B4E-34C1-E053-6B04A8C09FF6}",249995,"2017-06-09 00:00","DE7 5PN","D","N","F","WADE HOUSE","","GREEN LANE","","ILKESTON","EREWASH","DERBYSHIRE","A","A"
"33","{5376B385-4B4F-34C1-E053-6B04A8C09FF6}",182500,"2017-06-02 00:00","S18 1YB","S","N","L","20","","HALLOWES RISE","","DRONFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"34","{5376B385-4B50-34C1-E053-6B04A8C09FF6}",95000,"2017-05-19 00:00","DE22 3WE","T","N","F","36","","MOSS STREET","","DERBY","CITY OF DERBY","CITY OF DERBY","B","A"
"35","{5376B385-4B51-34C1-E053-6B04A8C09FF6}",190000,"2017-04-21 00:00","S18 1SG","D","N","F","18","","APPLETREE DRIVE","","DRONFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"36","{5376B385-4B52-34C1-E053-6B04A8C09FF6}",150000,"2017-05-03 00:00","DE1 3PB","F","N","L","THE MILLHOUSE","2","BROOK STREET","","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"37","{5376B385-4B53-34C1-E053-6B04A8C09FF6}",107500,"2017-02-27 00:00","S41 7GG","F","N","L","BRINDLEY HOUSE","FLAT 3","TAPTON LOCK HILL","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"38","{5376B385-4B54-34C1-E053-6B04A8C09FF6}",125000,"2017-05-26 00:00","DE72 3HQ","S","N","F","12","","DEANS DRIVE","BORROWASH","DERBY","EREWASH","DERBYSHIRE","A","A"
"39","{5376B385-4B55-34C1-E053-6B04A8C09FF6}",130000,"2017-06-02 00:00","SK13 8NW","T","N","F","43","","WHITFIELD CROSS","","GLOSSOP","HIGH PEAK","DERBYSHIRE","A","A"
"40","{5376B385-4B56-34C1-E053-6B04A8C09FF6}",72000,"2017-06-05 00:00","DE1 2FX","F","N","L","1","","KEBLE CLOSE","","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"41","{5376B385-4B57-34C1-E053-6B04A8C09FF6}",135000,"2017-06-16 00:00","DE11 0PY","S","N","F","52","","WARREN HILL","NEWHALL","SWADLINCOTE","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"42","{5376B385-4B58-34C1-E053-6B04A8C09FF6}",190000,"2017-05-11 00:00","S40 4TH","S","N","F","6","","CROMWELL ROAD","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"43","{5376B385-4B59-34C1-E053-6B04A8C09FF6}",195000,"2017-06-02 00:00","DE11 7HY","D","N","F","93","","HARTSHORNE ROAD","WOODVILLE","SWADLINCOTE","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"44","{5376B385-4B5A-34C1-E053-6B04A8C09FF6}",105000,"2017-06-02 00:00","DE73 5QB","F","N","L","107","","PARKWAY","CHELLASTON","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"45","{5376B385-4B5B-34C1-E053-6B04A8C09FF6}",199995,"2017-05-25 00:00","DE65 5NE","T","N","F","169","","WELLAND ROAD","HILTON","DERBY","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"46","{5376B385-4B5C-34C1-E053-6B04A8C09FF6}",242500,"2017-06-02 00:00","S18 2LN","S","N","F","50","","GREEN LANE","","DRONFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"47","{5376B385-4B5D-34C1-E053-6B04A8C09FF6}",135000,"2017-05-12 00:00","S43 3TY","T","N","F","5","","MARTINDALE CLOSE","STAVELEY","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"48","{5376B385-4B5E-34C1-E053-6B04A8C09FF6}",212000,"2017-06-12 00:00","DE65 6NN","S","N","F","7","","BLAKELOW DRIVE","ETWALL","DERBY","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"49","{5376B385-4B5F-34C1-E053-6B04A8C09FF6}",180000,"2017-06-09 00:00","S21 3WT","D","N","L","10","","ST MATTHEWS CLOSE","RENISHAW","SHEFFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"50","{5376B385-4B61-34C1-E053-6B04A8C09FF6}",125000,"2017-06-02 00:00","NG16 6PR","S","N","F","165","","PARK LANE","PINXTON","NOTTINGHAM","BOLSOVER","DERBYSHIRE","A","A"
"51","{5376B385-4B62-34C1-E053-6B04A8C09FF6}",172000,"2017-05-19 00:00","DE5 8NQ","S","N","F","179","","DERBY ROAD","DENBY","RIPLEY","AMBER VALLEY","DERBYSHIRE","A","A"
"52","{5376B385-4B63-34C1-E053-6B04A8C09FF6}",128000,"2017-05-19 00:00","S42 5PS","S","N","F","11","","CURBAR CLOSE","NORTH WINGFIELD","CHESTERFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"53","{5376B385-4B64-34C1-E053-6B04A8C09FF6}",420000,"2017-05-23 00:00","DE23 6GF","S","N","F","33","","CHURCH STREET","LITTLEOVER","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"54","{5376B385-4B65-34C1-E053-6B04A8C09FF6}",150000,"2017-06-09 00:00","S42 7EN","T","N","F","40","","NEW ROAD","HOLYMOORSIDE","CHESTERFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"55","{5376B385-4B66-34C1-E053-6B04A8C09FF6}",108000,"2017-05-02 00:00","S80 4QB","T","N","F","77","","BAKESTONE MOOR","WHITWELL","WORKSOP","BOLSOVER","DERBYSHIRE","A","A"
"56","{5376B385-4B67-34C1-E053-6B04A8C09FF6}",160000,"2017-06-09 00:00","S40 4BU","S","N","F","22","","ORCHARD VIEW ROAD","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"57","{5376B385-4B68-34C1-E053-6B04A8C09FF6}",260000,"2017-05-19 00:00","DE4 2DH","D","N","F","CHARNWOOD","","WENSLEY ROAD","WINSTER","MATLOCK","DERBYSHIRE DALES","DERBYSHIRE","A","A"
"58","{5376B385-4B69-34C1-E053-6B04A8C09FF6}",65000,"2017-05-26 00:00","NG16 5NG","T","N","F","17","","KING WILLIAM STREET","IRONVILLE","NOTTINGHAM","AMBER VALLEY","DERBYSHIRE","A","A"
"59","{5376B385-4B6A-34C1-E053-6B04A8C09FF6}",317500,"2017-06-09 00:00","SK13 8NR","T","N","L","2","","HAGUE STREET","","GLOSSOP","HIGH PEAK","DERBYSHIRE","A","A"
"60","{5376B385-4B6B-34C1-E053-6B04A8C09FF6}",115000,"2017-05-12 00:00","S42 5QG","S","N","F","10","","ALMA ROAD","NORTH WINGFIELD","CHESTERFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"61","{5376B385-4B6C-34C1-E053-6B04A8C09FF6}",82500,"2017-06-09 00:00","S18 1UW","F","N","L","53","FLAT","HIGHFIELDS ROAD","","DRONFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"62","{5376B385-4DA0-34C1-E053-6B04A8C09FF6}",130000,"2017-06-09 00:00","S21 1HQ","S","N","F","19","","ELDER COURT","KILLAMARSH","SHEFFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"63","{5376B385-4DA1-34C1-E053-6B04A8C09FF6}",190000,"2017-06-02 00:00","DE1 3EH","T","N","F","106","","ARTHUR STREET","","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"64","{5376B385-4DA2-34C1-E053-6B04A8C09FF6}",120000,"2017-05-12 00:00","DE24 8GT","S","N","F","702","","OSMASTON ROAD","","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"65","{5376B385-4DA3-34C1-E053-6B04A8C09FF6}",130000,"2017-05-31 00:00","DE7 6LP","T","N","F","121","","HALLAM WAY","WEST HALLAM","ILKESTON","EREWASH","DERBYSHIRE","A","A"
"66","{5376B385-4DA4-34C1-E053-6B04A8C09FF6}",235000,"2017-05-31 00:00","DE21 5AF","T","N","F","10","","NEW STREET","LITTLE EATON","DERBY","EREWASH","DERBYSHIRE","A","A"
"67","{5376B385-4DA5-34C1-E053-6B04A8C09FF6}",305000,"2017-05-19 00:00","DE3 9DX","D","N","F","24","","STANAGE GREEN","MICKLEOVER","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"68","{5376B385-4DA6-34C1-E053-6B04A8C09FF6}",121500,"2017-05-11 00:00","DE22 3GX","T","N","F","38","","COBDEN STREET","","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"69","{5376B385-4DA7-34C1-E053-6B04A8C09FF6}",145000,"2017-05-12 00:00","S41 9JU","S","N","F","50","","HOWARD DRIVE","OLD WHITTINGTON","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"70","{5376B385-4DA8-34C1-E053-6B04A8C09FF6}",78000,"2017-05-31 00:00","DE23 8HF","T","N","F","19","","MOLINEUX STREET","","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"71","{5376B385-4DA9-34C1-E053-6B04A8C09FF6}",175000,"2017-05-17 00:00","DE12 8JD","S","N","F","7","","LINTON ROAD","ROSLISTON","SWADLINCOTE","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"72","{5376B385-4DAA-34C1-E053-6B04A8C09FF6}",198000,"2017-05-30 00:00","S80 4TW","D","N","F","32","","WELBECK STREET","WHITWELL","WORKSOP","BOLSOVER","DERBYSHIRE","A","A"
"73","{5376B385-4DAB-34C1-E053-6B04A8C09FF6}",150000,"2017-05-12 00:00","S44 6UF","D","N","F","18","","GREENAWAY DRIVE","BOLSOVER","CHESTERFIELD","BOLSOVER","DERBYSHIRE","A","A"
"74","{5376B385-4DAC-34C1-E053-6B04A8C09FF6}",115000,"2017-06-09 00:00","DE11 9HS","S","N","F","38","","LINTON ROAD","CASTLE GRESLEY","SWADLINCOTE","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"75","{5376B385-4DAD-34C1-E053-6B04A8C09FF6}",60000,"2017-05-12 00:00","NG20 8DE","S","N","F","9","","CHURCH DRIVE","SHIREBROOK","MANSFIELD","BOLSOVER","DERBYSHIRE","A","A"
"76","{5376B385-4DAE-34C1-E053-6B04A8C09FF6}",140000,"2017-05-23 00:00","DE7 5EU","D","N","F","6","","WORTLEY CLOSE","","ILKESTON","EREWASH","DERBYSHIRE","A","A"
"77","{5376B385-4DAF-34C1-E053-6B04A8C09FF6}",62000,"2017-05-26 00:00","NG20 9AB","T","N","F","37","","BURLINGTON AVENUE","LANGWITH JUNCTION","MANSFIELD","BOLSOVER","DERBYSHIRE","A","A"
"78","{5376B385-4DB0-34C1-E053-6B04A8C09FF6}",235000,"2017-05-31 00:00","DE21 5DJ","D","N","F","61","","BARLEY CLOSE","LITTLE EATON","DERBY","EREWASH","DERBYSHIRE","A","A"
"79","{5376B385-4DB1-34C1-E053-6B04A8C09FF6}",65000,"2017-05-19 00:00","S44 6QL","T","N","F","158","","CHESTERFIELD ROAD","SHUTTLEWOOD","CHESTERFIELD","BOLSOVER","DERBYSHIRE","A","A"
"80","{5376B385-4DB2-34C1-E053-6B04A8C09FF6}",182000,"2017-06-13 00:00","DE11 0HL","T","N","F","10","","MILTON AVENUE","MIDWAY","SWADLINCOTE","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"81","{5376B385-4DB3-34C1-E053-6B04A8C09FF6}",190000,"2017-05-31 00:00","NG10 2FT","S","N","F","71","","NEWBERY AVENUE","LONG EATON","NOTTINGHAM","EREWASH","DERBYSHIRE","A","A"
"82","{5376B385-4DB4-34C1-E053-6B04A8C09FF6}",139000,"2017-05-26 00:00","DE21 6JU","S","N","F","21","","CARSON ROAD","CHADDESDEN","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"83","{5376B385-4DB5-34C1-E053-6B04A8C09FF6}",201000,"2017-05-10 00:00","DE21 7AT","S","N","F","4","","LONGLEY LANE","SPONDON","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"84","{5376B385-4DB6-34C1-E053-6B04A8C09FF6}",138000,"2017-06-08 00:00","DE22 3RH","T","N","F","18","","OLIVE STREET","","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"85","{5376B385-4DB7-34C1-E053-6B04A8C09FF6}",211500,"2017-05-19 00:00","S40 4LF","D","N","F","7","","MALHAM CLOSE","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"86","{5376B385-4DB8-34C1-E053-6B04A8C09FF6}",108000,"2017-06-02 00:00","NG10 1BA","T","N","F","18","","SALISBURY STREET","LONG EATON","NOTTINGHAM","EREWASH","DERBYSHIRE","A","A"
"87","{5376B385-4DB9-34C1-E053-6B04A8C09FF6}",125000,"2017-05-19 00:00","DE55 5TY","S","N","F","25","","LITTLEMOOR LANE","NEWTON","ALFRETON","BOLSOVER","DERBYSHIRE","A","A"
"88","{5376B385-4DBA-34C1-E053-6B04A8C09FF6}",145000,"2017-06-01 00:00","DE24 0HX","D","N","F","22","","CALVIN CLOSE","ALVASTON","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"89","{5376B385-4DBB-34C1-E053-6B04A8C09FF6}",90000,"2017-06-07 00:00","DE23 8NP","T","N","F","67","","BECHER STREET","","DERBY","CITY OF DERBY","CITY OF DERBY","A","A"
"90","{5376B385-4DBC-34C1-E053-6B04A8C09FF6}",147000,"2017-06-06 00:00","S41 0SW","S","N","F","21","","STUART CLOSE","","CHESTERFIELD","CHESTERFIELD","DERBYSHIRE","A","A"
"91","{5376B385-4DBD-34C1-E053-6B04A8C09FF6}",165000,"2017-05-19 00:00","S42 7ES","S","N","F","66","","GALLERY LANE","HOLYMOORSIDE","CHESTERFIELD","NORTH EAST DERBYSHIRE","DERBYSHIRE","A","A"
"92","{5376B385-4DBE-34C1-E053-6B04A8C09FF6}",220000,"2017-05-19 00:00","NG10 3JY","S","N","F","14","","BERKELEY AVENUE","LONG EATON","NOTTINGHAM","EREWASH","DERBYSHIRE","A","A"
"93","{5376B385-4DBF-34C1-E053-6B04A8C09FF6}",327000,"2017-06-05 00:00","DE12 6QA","S","N","F","133","","MAIN STREET","LINTON","SWADLINCOTE","SOUTH DERBYSHIRE","DERBYSHIRE","A","A"
"94","{5376B385-4DC0-34C1-E053-6B04A8C09FF6}",118000,"2017-05-26 00:00","NG16 6LR","S","N","F","9","","VICTORIA ROAD","PINXTON","NOTTINGHAM","BOLSOVER","DERBYSHIRE","A","A"
"95","{5376B385-4FB9-34C1-E053-6B04A8C09FF6}",245000,"2017-05-31 00:00","E16 4NU","F","N","L","8","","VERBENA CLOSE","","LONDON","NEWHAM","GREATER LONDON","A","A"
"96","{5376B385-4FBA-34C1-E053-6B04A8C09FF6}",175000,"2017-05-30 00:00","RM10 8TD","F","N","L","11C","","CHARLOTTE ROAD","","DAGENHAM","BARKING AND DAGENHAM","GREATER LONDON","A","A"
"97","{5376B385-4FBB-34C1-E053-6B04A8C09FF6}",300000,"2017-06-01 00:00","RM2 6DA","S","N","L","60","","STATION ROAD","GIDEA PARK","ROMFORD","HAVERING","GREATER LONDON","A","A"
"98","{5376B385-4FBC-34C1-E053-6B04A8C09FF6}",235000,"2017-05-19 00:00","RM14 1UP","F","N","L","8","","HUSKARDS","","UPMINSTER","HAVERING","GREATER LONDON","A","A"
"99","{582D0636-C0FE-8F22-E053-6C04A8C01BAC}",185500,"2017-07-21 00:00","EX39 5GB","S","N","F","24","","FORD RISE","","BIDEFORD","TORRIDGE","DEVON","A","A"
"100","{582D0636-C100-8F22-E053-6C04A8C01BAC}",287500,"2017-08-23 00:00","TQ2 8PU","D","N","F","12","","PADACRE ROAD","","TORQUAY","TORBAY","TORBAY","A","A"
"101","{582D0636-C101-8F22-E053-6C04A8C01BAC}",181000,"2017-08-21 00:00","PL5 1AJ","S","N","F","164","","CHURCHWAY","","PLYMOUTH","CITY OF PLYMOUTH","CITY OF PLYMOUTH","A","A"
"102","{582D0636-C102-8F22-E053-6C04A8C01BAC}",248000,"2017-08-25 00:00","EX17 4NN","D","N","F","UPPER LEVELS, 31","","MEADOWSIDE ROAD","SANDFORD","CREDITON","MID DEVON","DEVON","A","A"
"103","{582D0636-C103-8F22-E053-6C04A8C01BAC}",220000,"2017-07-16 00:00","EX5 5NG","T","N","F","BOLEYN","","BULLEN STREET","THORVERTON","EXETER","MID DEVON","DEVON","A","A"
"104","{582D0636-C104-8F22-E053-6C04A8C01BAC}",91500,"2017-08-16 00:00","PL21 0UT","F","N","L","18","","TUCKERS BROOK","MODBURY","IVYBRIDGE","SOUTH HAMS","DEVON","A","A"
"105","{582D0636-C105-8F22-E053-6C04A8C01BAC}",243000,"2017-07-19 00:00","PL4 0LY","F","N","L","9","FLAT 1","PARSONAGE WAY","","PLYMOUTH","CITY OF PLYMOUTH","CITY OF PLYMOUTH","A","A"
"106","{582D0636-C107-8F22-E053-6C04A8C01BAC}",365000,"2017-07-14 00:00","EX12 2RG","D","N","F","27","","RIVERDALE ORCHARD","","SEATON","EAST DEVON","DEVON","A","A"
"107","{582D0636-C108-8F22-E053-6C04A8C01BAC}",770000,"2017-08-04 00:00","TQ9 7LD","D","N","F","BORESTON FOOT COTTAGE","","","HALWELL","TOTNES","SOUTH HAMS","DEVON","A","A"
"108","{582D0636-C109-8F22-E053-6C04A8C01BAC}",88500,"2017-08-24 00:00","EX17 3JF","F","N","L","TOWN VIEW","FLAT 8","TOWN PARK","","CREDITON","MID DEVON","DEVON","A","A"
"109","{582D0636-C10A-8F22-E053-6C04A8C01BAC}",255000,"2017-07-18 00:00","TQ3 1PD","D","N","F","44","","MARLDON CROSS HILL","MARLDON","PAIGNTON","SOUTH HAMS","DEVON","A","A"
"110","{582D0636-C10B-8F22-E053-6C04A8C01BAC}",261000,"2017-07-14 00:00","EX2 5EN","S","N","F","17","","KINGSWAY","","EXETER","EXETER","DEVON","A","A"
"111","{582D0636-C10C-8F22-E053-6C04A8C01BAC}",525000,"2017-08-22 00:00","TQ7 4BP","D","N","F","SORLEY GRANGE","","","SORLEY","KINGSBRIDGE","SOUTH HAMS","DEVON","A","A"
"112","{582D0636-C10D-8F22-E053-6C04A8C01BAC}",327500,"2017-07-04 00:00","TQ4 6EP","D","N","F","5","","KEYSFIELD ROAD","","PAIGNTON","TORBAY","TORBAY","A","A"
"113","{582D0636-C10E-8F22-E053-6C04A8C01BAC}",548000,"2017-07-12 00:00","PL21 0UT","D","N","F","1","","TUCKERS BROOK","MODBURY","IVYBRIDGE","SOUTH HAMS","DEVON","A","A"
"114","{582D0636-C10F-8F22-E053-6C04A8C01BAC}",307000,"2017-07-28 00:00","EX39 1TG","S","N","F","3","","KNIGHTSFIELD RISE","NORTHAM","BIDEFORD","TORRIDGE","DEVON","A","A"
"115","{582D0636-C110-8F22-E053-6C04A8C01BAC}",292500,"2017-03-10 00:00","EX5 4QA","T","N","L","PENSTONE BARNS","5","LEASE HILL","HELE","EXETER","MID DEVON","DEVON","A","A"
"116","{582D0636-C112-8F22-E053-6C04A8C01BAC}",199950,"2017-07-14 00:00","TQ3 1BZ","D","N","F","43","","ALBANY ROAD","","PAIGNTON","TORBAY","TORBAY","A","A"
"117","{582D0636-C113-8F22-E053-6C04A8C01BAC}",122500,"2017-07-26 00:00","EX34 7HQ","S","N","F","23","","FORTESCUE BUNGALOWS","","WOOLACOMBE","NORTH DEVON","DEVON","A","A"
"118","{582D0636-C114-8F22-E053-6C04A8C01BAC}",230000,"2017-08-17 00:00","PL4 6BL","T","N","F","VICTORIA TERRACE","3","RESTORMEL ROAD","","PLYMOUTH","CITY OF PLYMOUTH","CITY OF PLYMOUTH","A","A"
"119","{582D0636-C115-8F22-E053-6C04A8C01BAC}",249950,"2017-08-11 00:00","TQ14 9HH","F","N","L","6","","HEATHLANDS COURT","","TEIGNMOUTH","TEIGNBRIDGE","DEVON","A","A"
"120","{582D0636-C116-8F22-E053-6C04A8C01BAC}",225000,"2017-07-31 00:00","EX12 2RD","S","N","F","5","","WOODBINE PLACE","","SEATON","EAST DEVON","DEVON","A","A"
"121","{582D0636-C117-8F22-E053-6C04A8C01BAC}",205000,"2017-07-28 00:00","EX4 7BS","T","N","F","56","","GREYFRIARS ROAD","","EXETER","EXETER","DEVON","A","A"
"122","{582D0636-C118-8F22-E053-6C04A8C01BAC}",282500,"2017-08-14 00:00","TQ3 1HY","S","N","F","4","","SANDRINGHAM DRIVE","PRESTON","PAIGNTON","TORBAY","TORBAY","A","A"
